locus_tag,substrate,genome
ASS_PB05_02342,glycine|betaine,Mesorhizobium
ASS_PB05_02343,choline,Mesorhizobium
ASS_PB05_02379,iron,Mesorhizobium
ASS_PB05_02536,manganese,Mesorhizobium
ASS_PB05_02550,phosphate,Mesorhizobium
ASS_PB05_02563,trehalose|melibiose,Mesorhizobium
ASS_PB05_02563,trehalose|melibiose,Mesorhizobium
ASS_PB05_02584,arabinose|xylose,Mesorhizobium
ASS_PB05_02597,nitrate,Mesorhizobium
ASS_PB05_02609,xylitol|arabinose|deoxyguanosine|xanthosine|xylose,Mesorhizobium
ASS_PB05_02615,l-proline,Mesorhizobium
ASS_PB05_02641,nickel,Mesorhizobium
ASS_PB05_02654,valine|alanine|histidine|lysine|arginine,Mesorhizobium
ASS_PB05_02654,valine|alanine|histidine|lysine|arginine,Mesorhizobium
ASS_PB05_02654,valine|alanine|histidine|lysine|arginine,Mesorhizobium
ASS_PB05_02723,valine|leucine|serine|l-isoleucine|l-threonine|alanine,Mesorhizobium
ASS_PB05_02724,valine|methionine|isoleucine|leucine,Mesorhizobium
ASS_PB05_02802,molybdate|sodium,Mesorhizobium
ASS_PB05_02802,molybdate|sodium,Mesorhizobium
ASS_PB05_02813,gamma-aminobutyric acid,Mesorhizobium
ASS_PB05_02861,cobalt,Mesorhizobium
ASS_PB05_02903,thiosulfate|sulfate,Mesorhizobium
ASS_PB05_02904,thiosulfate|sulfate|sodium,Mesorhizobium
ASS_PB05_03057,sulfate|zinc|chloride|sodium,Mesorhizobium
ASS_PB05_03066,molybdate,Mesorhizobium
ASS_PB05_03101,potassium,Mesorhizobium
ASS_PB05_03102,potassium,Mesorhizobium
ASS_PB05_03107,chloride,Mesorhizobium
ASS_PB05_03121,l-cysteine,Mesorhizobium
ASS_PB05_03157,iron,Mesorhizobium
ASS_PB05_03162,potassium,Mesorhizobium
ASS_PB05_03262,chloride,Mesorhizobium
ASS_PB05_03285,glycine,Mesorhizobium
ASS_PB05_03315,heme,Mesorhizobium
ASS_PB05_03316,iron|molybdate,Mesorhizobium
ASS_PB05_03317,iron,Mesorhizobium
ASS_PB05_03404,cysteine|chloride|uridine|sulfate|sodium|deoxyuridine,Mesorhizobium
ASS_PB05_03415,zinc|chloride|deoxycholate|sulfate|cupper|sodium|thiamine,Mesorhizobium
ASS_PB05_03415,zinc|chloride|deoxycholate|sulfate|cupper|sodium|thiamine,Mesorhizobium
ASS_PB05_03417,chloride,Mesorhizobium
ASS_PB05_03584,glucose|maltose|sucrose,Mesorhizobium
ASS_PB05_03723,potassium,Mesorhizobium
ASS_PB05_03723,potassium,Mesorhizobium
ASS_PB05_03723,potassium,Mesorhizobium
ASS_PB05_03725,arabinose,Mesorhizobium
ASS_PB05_03734,xylan,Mesorhizobium
ASS_PB05_03734,xylan,Mesorhizobium
ASS_PB05_03756,urea,Mesorhizobium
ASS_PB05_03775,serine,Mesorhizobium
ASS_PB05_03786,serine,Mesorhizobium
ASS_PB05_03805,glycerol|phosphate|trehalose|glucose,Mesorhizobium
ASS_PB05_03876,allantoin,Mesorhizobium
ASS_PB05_03929,histidine|lysine|arginine,Mesorhizobium
ASS_PB05_04050,sodium,Mesorhizobium
ASS_PB05_04142,molybdate,Mesorhizobium
ASS_PB05_04237,fructose,Mesorhizobium
ASS_PB05_04237,fructose,Mesorhizobium
ASS_PB05_04237,fructose,Mesorhizobium
ASS_PB05_04239,sorbitol,Mesorhizobium
ASS_PB05_04239,sorbitol,Mesorhizobium
ASS_PB05_04264,pyrophosphate,Mesorhizobium
ASS_PB05_04266,choline|glycine|betaine|l-proline,Mesorhizobium
ASS_PB05_04268,choline|glycine|betaine,Mesorhizobium
ASS_PB05_04277,sodium,Mesorhizobium
ASS_PB05_04360,glucose,Mesorhizobium
ASS_PB05_04360,glucose,Mesorhizobium
ASS_PB05_04387,iron|manganese|zinc,Mesorhizobium
ASS_PB05_04388,iron|manganese|zinc,Mesorhizobium
ASS_PB05_04389,iron|manganese,Mesorhizobium
ASS_PB05_04389,iron|manganese,Mesorhizobium
ASS_PB05_04389,iron|manganese,Mesorhizobium
ASS_PB05_04389,iron|manganese,Mesorhizobium
ASS_PB05_04466,cysteine,Mesorhizobium
ASS_PB05_04518,asparagine|glutamate|aspartate|glutamine,Mesorhizobium
ASS_PB05_04518,asparagine|glutamate|aspartate|glutamine,Mesorhizobium
ASS_PB05_04521,glutamate|tyrosine|valine|glutamine|asparagine|l-proline|serine|l-glutamic acid|l-threonine|histidine|alanine|lysine|arginine,Mesorhizobium
ASS_PB05_04701,potassium|arabinose,Mesorhizobium
ASS_PB05_04710,lactose|d-mannitol|maltose|trehalose|maltodextrin|melibiose,Mesorhizobium
ASS_PB05_04710,lactose|d-mannitol|maltose|trehalose|maltodextrin|melibiose,Mesorhizobium
ASS_PB05_04815,nickel,Mesorhizobium
ASS_PB05_04869,zinc|mercury|cobalt|lead|cupper|cadmium|nickel,Mesorhizobium
ASS_PB05_04903,chromate,Mesorhizobium
ASS_PB05_04978,asparagine|glutamate|aspartate|glutamine,Mesorhizobium
ASS_PB05_04978,asparagine|glutamate|aspartate|glutamine,Mesorhizobium
ASS_PB05_04994,cholesterol,Mesorhizobium
ASS_PB05_05157,iron|heme,Mesorhizobium
ASS_PB05_05166,zinc|chloride|deoxycholate|sulfate|cupper|sodium,Mesorhizobium
ASS_PB05_05166,zinc|chloride|deoxycholate|sulfate|cupper|sodium,Mesorhizobium
ASS_PB05_05248,sodium,Mesorhizobium
ASS_PB05_05362,mannose,Mesorhizobium
ASS_PB05_05382,biotin,Mesorhizobium
ASS_PB05_05489,nad,Mesorhizobium
ASS_PB05_05497,raffinose|melibiose,Mesorhizobium
ASS_PB05_05518,biotin,Mesorhizobium
ASS_PB05_05592,maltose,Mesorhizobium
ASS_PB05_05592,maltose,Mesorhizobium
ASS_PB05_05654,phosphate,Mesorhizobium
ASS_PB05_05697,methionine|l-methionine,Mesorhizobium
ASS_PB05_05732,nickel,Mesorhizobium
ASS_PB05_05757,maltodextrin,Mesorhizobium
ASS_PB05_05777,proline|glycine|leucine|serine|histidine|alanine,Mesorhizobium
ASS_PB05_05777,proline|glycine|leucine|serine|histidine|alanine,Mesorhizobium
ASS_PB05_05815,phosphate,Mesorhizobium
ASS_PB05_05882,glycerol,Mesorhizobium
ASS_PB05_05924,chloride,Mesorhizobium
ASS_PB05_05924,chloride,Mesorhizobium
ASS_PB05_05989,putrescine,Mesorhizobium
ASS_PB05_06069,malate|itaconate|fumarate,Mesorhizobium
ASS_PB05_06078,ribose|xylose,Mesorhizobium
ASS_PB05_06100,chloride|deoxycholate|cupper|citrate|nickel|sodium,Mesorhizobium
ASS_PB05_06113,arabinose|fucose|glucose|galactose|xylose,Mesorhizobium
ASS_PB05_06178,putrescine|spermidine,Mesorhizobium
ASS_PB05_06197,proline|glycine|betaine|l-proline|histidine,Mesorhizobium
ASS_PB05_06296,trehalose|sulfate|maltose|maltodextrin,Mesorhizobium
ASS_PB06_00008,proline,Lysobacter
ASS_PB06_00084,iron,Lysobacter
ASS_PB06_00092,zinc|chloride|deoxycholate|sulfate|cupper|sodium|thiamine,Lysobacter
ASS_PB06_00172,ammonia,Lysobacter
ASS_PB06_00175,glucose|galactose|sodium,Lysobacter
ASS_PB06_00191,calcium,Lysobacter
ASS_PB06_00214,nitrate|nitrite,Lysobacter
ASS_PB06_00388,sodium,Lysobacter
ASS_PB06_00420,maltose,Lysobacter
ASS_PB06_00423,nickel,Lysobacter
ASS_PB06_00423,nickel,Lysobacter
ASS_PB06_00472,calcium,Lysobacter
ASS_PB06_00476,iron,Lysobacter
ASS_PB06_00509,chromate,Lysobacter
ASS_PB06_00558,sulfate,Lysobacter
ASS_PB06_00560,proline,Lysobacter
ASS_PB06_00586,chloride,Lysobacter
ASS_PB06_00586,chloride,Lysobacter
ASS_PB06_00613,phosphate,Lysobacter
ASS_PB06_00614,l-cysteine,Lysobacter
ASS_PB06_00637,sodium,Lysobacter
ASS_PB06_00639,sodium,Lysobacter
ASS_PB06_00759,glycerol,Lysobacter
ASS_PB06_00791,pyrophosphate,Lysobacter
ASS_PB06_00866,glutamate|potassium|aspartate|sodium,Lysobacter
ASS_PB06_00870,molybdate,Lysobacter
ASS_PB06_00871,molybdate,Lysobacter
ASS_PB06_00877,phosphate,Lysobacter
ASS_PB06_01075,fructose,Lysobacter
ASS_PB06_01077,mannose,Lysobacter
ASS_PB06_01085,tyrosine|valine|methionine|leucine|serine|isoleucine|l-threonine|l-isoleucine|phenylalanine|alanine,Lysobacter
ASS_PB06_01181,sodium,Lysobacter
ASS_PB06_01258,pyruvate,Lysobacter
ASS_PB06_01285,iron,Lysobacter
ASS_PB06_01288,chloride,Lysobacter
ASS_PB06_01315,nickel|cobalt,Lysobacter
ASS_PB06_01338,potassium,Lysobacter
ASS_PB06_01380,phosphate,Lysobacter
ASS_PB06_01398,potassium|glycine|betaine|sodium,Lysobacter
ASS_PB06_01526,chloride,Lysobacter
ASS_PB06_01536,phosphate,Lysobacter
ASS_PB06_01561,phosphate|d-fructose|glutamine,Lysobacter
ASS_PB06_01582,arabinose|deoxycholate|histidine|lysine|arginine,Lysobacter
ASS_PB06_01635,potassium,Lysobacter
ASS_PB06_01764,iron|succinate,Lysobacter
ASS_PB06_01776,iron,Lysobacter
ASS_PB06_01805,l-histidine,Lysobacter
ASS_PB06_01816,chloride|deoxycholate|sulfate|sodium|thiamine,Lysobacter
ASS_PB06_02003,heme,Lysobacter
ASS_PB06_02004,heme,Lysobacter
ASS_PB06_02082,coa,Lysobacter
ASS_PB06_02114,chloride,Lysobacter
ASS_PB06_02129,putrescine,Lysobacter
ASS_PB06_02139,cupper,Lysobacter
ASS_PB06_02202,zinc|chloride|deoxycholate|sulfate|cupper|sodium,Lysobacter
ASS_PB06_02202,zinc|chloride|deoxycholate|sulfate|cupper|sodium,Lysobacter
ASS_PB06_02374,proline|alanine|gamma-aminobutyric acid,Lysobacter
ASS_PB06_02461,stachyose|glucose|mannose|sucrose|maltotetraose|maltose|raffinose|trehalose,Lysobacter
ASS_PB06_02467,trehalose,Lysobacter
ASS_PB06_02468,choline,Lysobacter
ASS_PB06_02522,formate,Lysobacter
ASS_PB06_02530,iron,Lysobacter
ASS_PB06_02593,cyanocob(iii)alamin,Lysobacter
ASS_PB06_02693,sodium,Lysobacter
ASS_PB06_02704,sodium,Lysobacter
ASS_PB06_02753,valine|l-isoleucine|leucine,Lysobacter
ASS_PB06_02789,d-glucosamine,Lysobacter
ASS_PB06_02884,chloride,Lysobacter
ASS_PB06_02889,chloride,Lysobacter
ASS_PB06_02929,nad,Lysobacter
ASS_PB06_03078,glycerol,Lysobacter
ASS_PB06_03186,zinc,Lysobacter
ASS_PB06_03362,arabinose,Lysobacter
ASS_PB06_03381,arabinose|2-oxoglutarate,Lysobacter
ASS_PB06_03382,malate|fumarate|succinate,Lysobacter
ASS_PB06_03508,nadp,Lysobacter
ASS_PB06_03573,cyanate,Lysobacter
ASS_PB06_03642,sodium,Lysobacter
ASS_PB06_03646,potassium,Lysobacter
ASS_PB06_03647,potassium,Lysobacter
ASS_PB06_03660,iron|manganese|zinc,Lysobacter
ASS_PB06_03860,thiamine|chloride,Lysobacter
ASS_PB06_03866,sodium,Lysobacter
ASS_PB06_03867,sodium|calcium,Lysobacter
ASS_PB06_03917,iron|heme,Lysobacter
ASS_PB06_04138,zinc|cobalt|cupper|cadmium|nickel,Lysobacter
ASS_PB06_04139,zinc|cobalt|cupper|cadmium|nickel,Lysobacter
ASS_PB06_04228,zinc,Lysobacter
ASS_PB06_04289,glucose|galactose|sodium,Lysobacter
ASS_PB06_04327,sulfate|chloride|sodium,Lysobacter
ASS_PB06_04401,potassium,Lysobacter
ASS_PB06_04401,potassium,Lysobacter
ASS_PB06_04455,betaine|l-proline,Lysobacter
ASS_PB06_04455,betaine|l-proline,Lysobacter
ASS_PB06_04460,thiosulfate|sulfate|sodium,Lysobacter
ASS_PB06_04461,molybdate|sodium,Lysobacter
ASS_PB06_04462,sulfate,Lysobacter
ASS_PB06_04463,phosphate,Lysobacter
ASS_PB06_04591,butyrate,Lysobacter
ASS_PB06_04615,threonine,Lysobacter
ASS_PB06_04624,spermidine|phenylacetate|chloride,Lysobacter
ASS_PB06_04658,sodium,Lysobacter
ASS_PB06_04679,arsenate,Lysobacter
ASS_PB06_04787,potassium|ferrichrome,Lysobacter
ASS_PB06_04838,sodium,Lysobacter
ASS_PB06_04843,adenosine|guanosine|inosine|phosphate,Lysobacter
ASS_PB06_04843,adenosine|guanosine|inosine|phosphate,Lysobacter
ASS_PB07_00036,glycine|l-threonine|l-serine|l-alanine,Caulobacter
ASS_PB07_00043,potassium,Caulobacter
ASS_PB07_00068,sodium,Caulobacter
ASS_PB07_00070,sodium,Caulobacter
ASS_PB07_00075,chloride,Caulobacter
ASS_PB07_00142,glucosamine|fructose|glucose|n-acetyl-d-glucosamine|mannose|d-glucosamine|d-fructose|ribitol,Caulobacter
ASS_PB07_00193,guanosine,Caulobacter
ASS_PB07_00209,ornithine|arginine,Caulobacter
ASS_PB07_00209,ornithine|arginine,Caulobacter
ASS_PB07_00209,ornithine|arginine,Caulobacter
ASS_PB07_00266,potassium,Caulobacter
ASS_PB07_00266,potassium,Caulobacter
ASS_PB07_00270,phosphate|d-fructose,Caulobacter
ASS_PB07_00280,potassium,Caulobacter
ASS_PB07_00285,cupper,Caulobacter
ASS_PB07_00348,sucrose,Caulobacter
ASS_PB07_00351,thiosulfate|sulfate|sodium,Caulobacter
ASS_PB07_00358,phosphate,Caulobacter
ASS_PB07_00370,zinc|cobalt|cupper|cadmium|nickel,Caulobacter
ASS_PB07_00424,nickel|cobalt,Caulobacter
ASS_PB07_00454,glycine,Caulobacter
ASS_PB07_00572,asparagine|cysteine|s-adenosyl-l-methionine|glutamine,Caulobacter
ASS_PB07_00636,malate|fumarate|succinate,Caulobacter
ASS_PB07_00680,sodium,Caulobacter
ASS_PB07_00854,putrescine,Caulobacter
ASS_PB07_00854,putrescine,Caulobacter
ASS_PB07_00863,agmatine|arginine,Caulobacter
ASS_PB07_00863,agmatine|arginine,Caulobacter
ASS_PB07_00872,riboflavin|l-threonine,Caulobacter
ASS_PB07_00958,l-histidine,Caulobacter
ASS_PB07_01111,chromate,Caulobacter
ASS_PB07_01148,trehalose,Caulobacter
ASS_PB07_01148,trehalose,Caulobacter
ASS_PB07_01149,choline,Caulobacter
ASS_PB07_01149,choline,Caulobacter
ASS_PB07_01150,trehalose|maltose|sucrose,Caulobacter
ASS_PB07_01183,lactose|melibiose,Caulobacter
ASS_PB07_01209,uracil|allantoin,Caulobacter
ASS_PB07_01219,sodium,Caulobacter
ASS_PB07_01293,calcium,Caulobacter
ASS_PB07_01317,coa,Caulobacter
ASS_PB07_01395,chloride,Caulobacter
ASS_PB07_01462,glycerol,Caulobacter
ASS_PB07_01537,fad|chloride|sodium|citrate,Caulobacter
ASS_PB07_01545,chloride|deoxycholate|sulfate|sodium|thiamine,Caulobacter
ASS_PB07_01604,arabinose|deoxycholate|histidine|lysine|arginine,Caulobacter
ASS_PB07_01705,sodium,Caulobacter
ASS_PB07_01738,potassium|sodium,Caulobacter
ASS_PB07_01786,iron|manganese|zinc,Caulobacter
ASS_PB07_01835,pyrophosphate,Caulobacter
ASS_PB07_01894,galactose,Caulobacter
ASS_PB07_01981,zinc|chloride|deoxycholate|sulfate|cupper|sodium,Caulobacter
ASS_PB07_01987,nitrate,Caulobacter
ASS_PB07_01988,nitrate|nitrite,Caulobacter
ASS_PB07_02009,glutamate|glutamine|asparagine|ornithine|histidine|aspartate|lysine|arginine,Caulobacter
ASS_PB07_02009,glutamate|glutamine|asparagine|ornithine|histidine|aspartate|lysine|arginine,Caulobacter
ASS_PB07_02011,histidine|lysine|arginine,Caulobacter
ASS_PB07_02011,histidine|lysine|arginine,Caulobacter
ASS_PB07_02011,histidine|lysine|arginine,Caulobacter
ASS_PB07_02082,thiosulfate|sulfate,Caulobacter
ASS_PB07_02083,molybdate,Caulobacter
ASS_PB07_02084,iron,Caulobacter
ASS_PB07_02115,iron|manganese|zinc,Caulobacter
ASS_PB07_02116,taurine,Caulobacter
ASS_PB07_02252,potassium|sodium,Caulobacter
ASS_PB07_02272,potassium,Caulobacter
ASS_PB07_02332,cellulose,Caulobacter
ASS_PB07_02332,cellulose,Caulobacter
ASS_PB07_02379,molybdate|sodium,Caulobacter
ASS_PB07_02385,iron|molybdate,Caulobacter
ASS_PB07_02386,iron|molybdate,Caulobacter
ASS_PB07_02454,l-cysteine,Caulobacter
ASS_PB07_02465,potassium,Caulobacter
ASS_PB07_02471,iron,Caulobacter
ASS_PB07_02572,ammonia,Caulobacter
ASS_PB07_02639,mannose,Caulobacter
ASS_PB07_02639,mannose,Caulobacter
ASS_PB07_02640,xylitol|arabinose|deoxyguanosine|ribose|xylose,Caulobacter
ASS_PB07_02707,iron|heme,Caulobacter
ASS_PB07_02730,zinc|cobalt|cupper|cadmium|nickel,Caulobacter
ASS_PB07_02843,zinc,Caulobacter
ASS_PB07_02847,sodium,Caulobacter
ASS_PB07_02855,chloride,Caulobacter
ASS_PB07_02864,potassium|arabinose,Caulobacter
ASS_PB07_02870,sulfate,Caulobacter
ASS_PB07_02915,sulfate|zinc|chloride|sodium,Caulobacter
ASS_PB07_02941,cholesterol,Caulobacter
ASS_PB07_02971,l-rhamnose,Caulobacter
ASS_PB07_03102,glucose|fructose|mannose|d-glucosamine|trehalose,Caulobacter
ASS_PB07_03108,phosphate,Caulobacter
ASS_PB07_03168,proline|glycine|betaine,Caulobacter
ASS_PB07_03168,proline|glycine|betaine,Caulobacter
ASS_PB07_03169,molybdate,Caulobacter
ASS_PB07_03197,manganese,Caulobacter
ASS_PB07_03243,glucose|galactose|sodium,Caulobacter
ASS_PB07_03269,taurine,Caulobacter
ASS_PB07_03345,arabinose|2-oxoglutarate,Caulobacter
ASS_PB07_03383,zinc|chloride|deoxycholate|sulfate|cupper|sodium|thiamine,Caulobacter
ASS_PB07_03383,zinc|chloride|deoxycholate|sulfate|cupper|sodium|thiamine,Caulobacter
ASS_PB07_03427,glycerol|xylitol|glucose|fructose|d-mannitol|inositol|xylose,Caulobacter
ASS_PB07_03433,chloride,Caulobacter
ASS_PB07_03449,succinate|ornithine|sulfate|fumarate|aspartate|histidine|l-lysine|arginine,Caulobacter
ASS_PB07_03462,sodium,Caulobacter
ASS_PB07_03536,glutamate|phosphate|cysteine|gtp|potassium|galacturonate|sodium|glucuronate,Caulobacter
ASS_PB07_03545,sodium,Caulobacter
ASS_PB07_03552,chloride,Caulobacter
ASS_PB07_03574,nicotinamide,Caulobacter
ASS_PB07_03598,sodium,Caulobacter
ASS_PB07_03665,chloride,Caulobacter
ASS_PB07_03726,zinc,Caulobacter
ASS_PB07_03733,sodium,Caulobacter
ASS_PB07_03751,phosphate,Caulobacter
ASS_PB07_03818,iron|heme,Caulobacter
ASS_PB07_03820,iron,Caulobacter
ASS_PB07_04098,d-glucosamine,Caulobacter
ASS_PB07_04098,d-glucosamine,Caulobacter
ASS_PB07_04099,turanose|glucose|maltose|d-glucosamine,Caulobacter
ASS_PB07_04121,valine|l-isoleucine|leucine,Caulobacter
ASS_PB07_04345,iron,Caulobacter
ASS_PB07_04347,phosphate,Caulobacter
ASS_PB07_04422,iron|succinate,Caulobacter
ASS_PB07_04525,valine|leucine|serine|l-isoleucine|l-threonine|alanine,Caulobacter
ASS_PB07_04529,fructose,Caulobacter
ASS_PB07_04555,heme,Caulobacter
ASS_PB07_04556,heme,Caulobacter
ASS_PB07_04633,l-cysteine|chloride,Caulobacter
ASS_PB07_04897,benzoate,Caulobacter
ASS_PB07_04910,arabinose,Caulobacter
ASS_PB08_00024,potassium,Pseudomonas1
ASS_PB08_00072,l-histidine,Pseudomonas1
ASS_PB08_00076,zinc,Pseudomonas1
ASS_PB08_00078,zinc,Pseudomonas1
ASS_PB08_00095,glutamate|aspartate|sodium,Pseudomonas1
ASS_PB08_00103,phosphate,Pseudomonas1
ASS_PB08_00105,calcium,Pseudomonas1
ASS_PB08_00155,gamma-aminobutyric acid,Pseudomonas1
ASS_PB08_00178,sulfate|chloride|sodium,Pseudomonas1
ASS_PB08_00188,ammonia,Pseudomonas1
ASS_PB08_00215,l-threonine|serine,Pseudomonas1
ASS_PB08_00222,cobalt,Pseudomonas1
ASS_PB08_00233,glycerol|phosphate|glycerol-3-phosphate,Pseudomonas1
ASS_PB08_00253,iron,Pseudomonas1
ASS_PB08_00328,valine|alanine|histidine|lysine|arginine,Pseudomonas1
ASS_PB08_00329,gamma-aminobutyric acid,Pseudomonas1
ASS_PB08_00358,nickel,Pseudomonas1
ASS_PB08_00371,putrescine,Pseudomonas1
ASS_PB08_00393,fructose,Pseudomonas1
ASS_PB08_00395,acetate,Pseudomonas1
ASS_PB08_00401,zinc|mercury|cobalt|lead|cupper|calcium|cadmium|nickel,Pseudomonas1
ASS_PB08_00404,histidine,Pseudomonas1
ASS_PB08_00407,proline|glycine|betaine|l-proline|histidine,Pseudomonas1
ASS_PB08_00417,sodium|calcium,Pseudomonas1
ASS_PB08_00474,arabinose|chloride,Pseudomonas1
ASS_PB08_00488,potassium|chloride,Pseudomonas1
ASS_PB08_00488,potassium|chloride,Pseudomonas1
ASS_PB08_00489,sodium,Pseudomonas1
ASS_PB08_00493,l-proline,Pseudomonas1
ASS_PB08_00509,choline|glycine|betaine,Pseudomonas1
ASS_PB08_00510,glycine|betaine,Pseudomonas1
ASS_PB08_00511,choline,Pseudomonas1
ASS_PB08_00541,chloride|deoxycholate|sulfate|sodium|thiamine,Pseudomonas1
ASS_PB08_00563,sodium,Pseudomonas1
ASS_PB08_00585,nickel,Pseudomonas1
ASS_PB08_00613,urea,Pseudomonas1
ASS_PB08_00630,glycine|l-threonine|l-serine|l-alanine,Pseudomonas1
ASS_PB08_00649,chloride|deoxycholate|cupper|citrate|nickel|sodium,Pseudomonas1
ASS_PB08_00686,cupper,Pseudomonas1
ASS_PB08_00705,phosphate|d-fructose,Pseudomonas1
ASS_PB08_00771,putrescine|ornithine|arginine,Pseudomonas1
ASS_PB08_00771,putrescine|ornithine|arginine,Pseudomonas1
ASS_PB08_00778,arabinose,Pseudomonas1
ASS_PB08_00778,arabinose,Pseudomonas1
ASS_PB08_00781,arabinose,Pseudomonas1
ASS_PB08_00781,arabinose,Pseudomonas1
ASS_PB08_00805,lactate|glycolate,Pseudomonas1
ASS_PB08_00808,sodium,Pseudomonas1
ASS_PB08_00823,zinc,Pseudomonas1
ASS_PB08_00857,arabinose,Pseudomonas1
ASS_PB08_00858,mannose,Pseudomonas1
ASS_PB08_00897,guanosine,Pseudomonas1
ASS_PB08_00912,hydrogen|pyruvate,Pseudomonas1
ASS_PB08_00920,sulfate|zinc|chloride|sodium,Pseudomonas1
ASS_PB08_00925,potassium|sodium|calcium,Pseudomonas1
ASS_PB08_00930,ribose,Pseudomonas1
ASS_PB08_00934,xanthine,Pseudomonas1
ASS_PB08_00934,xanthine,Pseudomonas1
ASS_PB08_00934,xanthine,Pseudomonas1
ASS_PB08_00950,potassium,Pseudomonas1
ASS_PB08_00966,proline|glycine|betaine|l-proline|choline|alanine,Pseudomonas1
ASS_PB08_00977,xylan,Pseudomonas1
ASS_PB08_00977,xylan,Pseudomonas1
ASS_PB08_00978,nickel,Pseudomonas1
ASS_PB08_00978,nickel,Pseudomonas1
ASS_PB08_00984,nickel|l-alanine,Pseudomonas1
ASS_PB08_00985,heme,Pseudomonas1
ASS_PB08_00985,heme,Pseudomonas1
ASS_PB08_00994,glutamate|phosphate|pantothenate|chloride|biotin,Pseudomonas1
ASS_PB08_01004,fructose|d-mannitol,Pseudomonas1
ASS_PB08_01004,fructose|d-mannitol,Pseudomonas1
ASS_PB08_01004,fructose|d-mannitol,Pseudomonas1
ASS_PB08_01004,fructose|d-mannitol,Pseudomonas1
ASS_PB08_01006,fructose,Pseudomonas1
ASS_PB08_01006,fructose,Pseudomonas1
ASS_PB08_01006,fructose,Pseudomonas1
ASS_PB08_01009,sodium|calcium,Pseudomonas1
ASS_PB08_01028,zinc,Pseudomonas1
ASS_PB08_01116,d-glucosamine,Pseudomonas1
ASS_PB08_01116,d-glucosamine,Pseudomonas1
ASS_PB08_01116,d-glucosamine,Pseudomonas1
ASS_PB08_01116,d-glucosamine,Pseudomonas1
ASS_PB08_01117,turanose|glucose|maltose|d-glucosamine,Pseudomonas1
ASS_PB08_01117,turanose|glucose|maltose|d-glucosamine,Pseudomonas1
ASS_PB08_01117,turanose|glucose|maltose|d-glucosamine,Pseudomonas1
ASS_PB08_01117,turanose|glucose|maltose|d-glucosamine,Pseudomonas1
ASS_PB08_01153,putrescine|spermidine,Pseudomonas1
ASS_PB08_01154,putrescine|spermidine,Pseudomonas1
ASS_PB08_01154,putrescine|spermidine,Pseudomonas1
ASS_PB08_01199,potassium|sodium,Pseudomonas1
ASS_PB08_01256,potassium,Pseudomonas1
ASS_PB08_01276,sodium,Pseudomonas1
ASS_PB08_01332,sodium,Pseudomonas1
ASS_PB08_01339,coa,Pseudomonas1
ASS_PB08_01344,heme,Pseudomonas1
ASS_PB08_01398,potassium,Pseudomonas1
ASS_PB08_01412,tyrosine|phenylalanine|tryptophan,Pseudomonas1
ASS_PB08_01412,tyrosine|phenylalanine|tryptophan,Pseudomonas1
ASS_PB08_01412,tyrosine|phenylalanine|tryptophan,Pseudomonas1
ASS_PB08_01423,histidine|lysine|arginine,Pseudomonas1
ASS_PB08_01423,histidine|lysine|arginine,Pseudomonas1
ASS_PB08_01427,ornithine|arginine,Pseudomonas1
ASS_PB08_01510,arabinose|deoxycholate|histidine|lysine|arginine,Pseudomonas1
ASS_PB08_01516,biotin,Pseudomonas1
ASS_PB08_01521,glycerol,Pseudomonas1
ASS_PB08_01663,arabinose|glucose|galactose|xylose,Pseudomonas1
ASS_PB08_01674,potassium|sodium,Pseudomonas1
ASS_PB08_01679,chloride,Pseudomonas1
ASS_PB08_01679,chloride,Pseudomonas1
ASS_PB08_01692,butyrate,Pseudomonas1
ASS_PB08_01719,riboflavin|l-threonine,Pseudomonas1
ASS_PB08_01782,sodium,Pseudomonas1
ASS_PB08_01799,sodium,Pseudomonas1
ASS_PB08_01807,sodium,Pseudomonas1
ASS_PB08_01817,heme,Pseudomonas1
ASS_PB08_01818,heme,Pseudomonas1
ASS_PB08_01828,potassium,Pseudomonas1
ASS_PB08_01836,xanthine,Pseudomonas1
ASS_PB08_01880,cupper,Pseudomonas1
ASS_PB08_01918,dctp,Pseudomonas1
ASS_PB08_01932,gluconate,Pseudomonas1
ASS_PB08_01974,molybdate,Pseudomonas1
ASS_PB08_01984,ribose|xylose,Pseudomonas1
ASS_PB08_02005,phosphate,Pseudomonas1
ASS_PB08_02026,iron|cadmium,Pseudomonas1
ASS_PB08_02351,proline|glycine|betaine|l-proline|taurine|sodium,Pseudomonas1
ASS_PB08_02461,potassium,Pseudomonas1
ASS_PB08_02461,potassium,Pseudomonas1
ASS_PB08_02461,potassium,Pseudomonas1
