locus_tag,genome,substrate,TC,assembly_code,shortname
PB04_03251,PB04,d-glucosamine|fructose|glucose|mannose|trehalose,2.A.1.7.1|2.A.1.7.10,PB04,Phe
PB04_03256,PB04,cysteine|galacturonate|glucuronate|glutamate|gtp|phosphate|potassium|sodium,2.A.1.14.2,PB04,Phe
PB04_03302,PB04,urea,3.A.1.4.4,PB04,Phe
PB04_03311,PB04,copper,2.A.6.3.7,PB04,Phe
PB04_03348,PB04,acetate,2.A.1.6.13,PB04,Phe
PB04_03742,PB04,nitrate,3.A.1.16.1,PB04,Phe
PB04_03776,PB04,nickel,3.A.1.5.43,PB04,Phe
PB04_03777,PB04,nickel,3.A.1.5.40,PB04,Phe
PB04_03890,PB04,cobalt|nickel,2.A.7.3.80,PB04,Phe
PB04_03996,PB04,2-oxoglutarate|arabinose,2.A.1.6.2,PB04,Phe
PB04_04009,PB04,sulfate,2.A.53.4.2,PB04,Phe
PB04_04074,PB04,carnitine|crotonobetaine,4.C.1.1.6,PB04,Phe
PB04_04075,PB04,riboflavin,2.A.1.3.72,PB04,Phe
PB04_04125,PB04,sodium,3.B.1.1.4,PB04,Phe
PB04_04129,PB04,calcium,2.A.11.1.2,PB04,Phe
PB04_04135,PB04,chloride,3.A.1.135.7,PB04,Phe
PB04_04200,PB04,sodium,1.A.30.2.2,PB04,Phe
PB04_04213,PB04,nicotinamide,3.D.2.1.1,PB04,Phe
PB04_04225,PB04,sulfate,2.A.98.1.1,PB04,Phe
PB04_04258,PB04,sodium,1.A.30.1.7,PB04,Phe
PB04_04357,PB04,phosphate,3.A.23.6.1,PB04,Phe
PB04_04361,PB04,acetate|citrate|glycolate|lactate|pyruvate,2.A.1.6.1|2.A.1.6.11|2.A.1.6.8,PB04,Phe
PB04_04411,PB04,potassium|sodium,2.A.36.3.2,PB04,Phe
PB04_04413,PB04,arabinose,2.A.1.15.2,PB04,Phe
PB04_04414,PB04,potassium,1.A.78.2.9,PB04,Phe
PB04_04478,PB04,zinc,3.A.29.1.5,PB04,Phe
PB05_00020,PB05,magnesium,1.A.35.3.2,PB05,Mes
PB05_00050,PB05,cobalt|nickel,3.A.1.23.7,PB05,Mes
PB05_00052,PB05,nickel,3.A.1.5.43,PB05,Mes
PB05_00069,PB05,nickel,3.A.1.5.24,PB05,Mes
PB05_00071,PB05,nickel,3.A.1.5.33,PB05,Mes
PB05_00102,PB05,cobalt,3.A.1.23.6,PB05,Mes
PB05_00123,PB05,l-alanine,3.A.1.5.38,PB05,Mes
PB05_00124,PB05,l-alanine|nickel,3.A.1.5.3,PB05,Mes
PB05_00125,PB05,coa,4.C.1.1.4,PB05,Mes
PB05_00139,PB05,formate,3.D.1.9.2,PB05,Mes
PB05_00151,PB05,putrescine|spermidine,3.A.1.11.9,PB05,Mes
PB05_00195,PB05,cadmium|copper|zinc,3.A.3.5.39,PB05,Mes
PB05_00198,PB05,d-fructose|phosphate,2.A.66.4.1,PB05,Mes
PB05_00221,PB05,potassium|sodium,2.A.33.1.2,PB05,Mes
PB05_00232,PB05,biotin,3.A.1.25.3,PB05,Mes
PB05_00300,PB05,glucose|maltose|maltotetraose|mannose|raffinose|stachyose|sucrose|trehalose,3.A.1.1.2|3.A.1.1.24|3.A.1.1.25,PB05,Mes
PB05_00301,PB05,trehalose,3.A.1.1.41,PB05,Mes
PB05_00313,PB05,arabinose,3.A.1.2.14,PB05,Mes
PB05_00332,PB05,maltose|maltotetraose|trehalose,3.A.1.1.22,PB05,Mes
PB05_00370,PB05,nicotinamide,3.D.2.1.1,PB05,Mes
PB05_00383,PB05,pyruvate,2.A.56.3.4,PB05,Mes
PB05_00385,PB05,pyruvate,2.A.56.3.3,PB05,Mes
PB05_00421,PB05,betaine|l-proline,3.A.1.5.17,PB05,Mes
PB05_00429,PB05,maltose|sucrose|trehalose,3.A.1.1.8,PB05,Mes
PB05_00481,PB05,arabinose|galactose|glucose|maltose|mannose|sucrose|trehalose|xylose,3.A.1.1.1|3.A.1.1.17,PB05,Mes
PB05_00497,PB05,sodium,2.A.111.1.2,PB05,Mes
PB05_00514,PB05,chloride|sodium|sulfate,2.A.66.1.1,PB05,Mes
PB05_00524,PB05,trehalose,3.A.1.1.15,PB05,Mes
PB05_00527,PB05,choline|glucose|maltoheptaose|maltose|maltotetraose|melibiose|raffinose|stachyose|sucrose|trehalose|xylose,3.A.1.1.5,PB05,Mes
PB05_00545,PB05,nickel,2.A.99.1.3,PB05,Mes
PB05_00581,PB05,maltose|trehalose,3.A.1.1.7,PB05,Mes
PB05_00591,PB05,xylose,3.A.1.2.18,PB05,Mes
PB05_00596,PB05,arginine|asparagine|aspartate|glutamate|glutamine|histidine|lysine|ornithine,3.A.1.3.1|3.A.1.3.11,PB05,Mes
PB05_00640,PB05,mannose,4.A.6.2.2,PB05,Mes
PB05_00659,PB05,benzoate,2.A.46.1.4,PB05,Mes
PB05_00688,PB05,deoxycholate,2.A.1.3.24,PB05,Mes
PB05_00731,PB05,chloride|sodium|sulfate|thiamine,2.A.7.1.10|2.A.7.1.4,PB05,Mes
PB05_00774,PB05,iron,2.A.108.2.2,PB05,Mes
PB05_00776,PB05,iron,2.A.108.2.3,PB05,Mes
PB05_00796,PB05,sulfate,3.A.1.132.14,PB05,Mes
PB05_00809,PB05,sulfate,2.A.53.3.9,PB05,Mes
PB05_00818,PB05,copper,3.A.1.132.2,PB05,Mes
PB05_00823,PB05,iron,2.A.89.2.2,PB05,Mes
PB05_00884,PB05,taurine,3.A.1.17.1,PB05,Mes
PB05_00886,PB05,taurine,3.A.1.17.4,PB05,Mes
PB05_00925,PB05,choline,3.A.1.1.50,PB05,Mes
PB05_00942,PB05,manganese,2.A.108.3.2,PB05,Mes
PB05_00998,PB05,sodium,1.A.46.2.8,PB05,Mes
PB05_01021,PB05,arabinose|deoxycholate,2.A.1.3.26,PB05,Mes
PB05_01023,PB05,chloride,2.A.49.5.5,PB05,Mes
PB05_01039,PB05,heme,3.A.1.107.4,PB05,Mes
PB05_01040,PB05,heme,3.A.1.107.1,PB05,Mes
PB05_01074,PB05,iron|succinate,3.D.10.1.6,PB05,Mes
PB05_01086,PB05,ammonia,1.A.11.1.4,PB05,Mes
PB05_01151,PB05,sodium,1.A.30.2.1,PB05,Mes
PB05_01208,PB05,sodium,3.A.2.1.5,PB05,Mes
PB05_01214,PB05,sodium,2.A.56.1.3,PB05,Mes
PB05_01216,PB05,sodium,2.A.56.1.6,PB05,Mes
PB05_01228,PB05,betaine|glycine|l-proline|proline|sodium|taurine,2.A.1.6.4,PB05,Mes
PB05_01285,PB05,alanine|isoleucine|l-isoleucine|l-threonine|leucine|methionine|phenylalanine|serine|tyrosine|valine,3.A.1.4.1,PB05,Mes
PB05_01290,PB05,gamma-aminobutyric acid,3.A.1.4.3,PB05,Mes
PB05_01291,PB05,sodium,3.B.1.1.1|3.B.1.1.6,PB05,Mes
PB05_01341,PB05,sodium,1.A.30.2.2,PB05,Mes
PB05_01348,PB05,zinc,3.A.29.1.5,PB05,Mes
PB05_01355,PB05,aspartate|glutamate|glutamine,2.A.7.3.58,PB05,Mes
PB05_01359,PB05,iron|manganese|zinc,3.A.1.15.17,PB05,Mes
PB05_01361,PB05,thiamine,3.A.1.19.1,PB05,Mes
PB05_01447,PB05,potassium,2.A.36.6.4,PB05,Mes
PB05_01448,PB05,phosphate,3.A.23.6.1,PB05,Mes
PB05_01472,PB05,phosphate,3.A.1.7.1,PB05,Mes
PB05_01531,PB05,phosphate,2.A.20.1.1,PB05,Mes
PB05_01640,PB05,lysine,3.A.1.3.20,PB05,Mes
PB05_01723,PB05,l-threonine|riboflavin,2.A.7.3.6,PB05,Mes
PB05_01767,PB05,iron,3.A.1.10.5,PB05,Mes
PB05_01768,PB05,iron,3.A.1.10.1,PB05,Mes
PB05_01830,PB05,potassium,1.A.78.2.5,PB05,Mes
PB05_01876,PB05,betaine|glycine,3.A.1.12.11,PB05,Mes
PB05_01893,PB05,iron,3.A.1.9.1,PB05,Mes
PB05_01906,PB05,glucose|xylose,3.A.1.2.20,PB05,Mes
PB05_01969,PB05,fructose,4.A.2.1.14,PB05,Mes
PB05_01974,PB05,leucine,2.A.76.1.5,PB05,Mes
PB05_02002,PB05,potassium,3.A.3.7.2,PB05,Mes
PB05_02035,PB05,thiamine,3.A.1.17.8,PB05,Mes
PB05_02054,PB05,cytidine,3.A.1.2.17,PB05,Mes
PB05_02109,PB05,phosphate,3.A.1.20.2,PB05,Mes
PB05_02113,PB05,2-oxoglutarate|citrate|fumarate|lactate|malate|succinate,2.A.1.12.3,PB05,Mes
PB05_02181,PB05,cadmium|zinc,2.A.4.1.4,PB05,Mes
PB05_02196,PB05,sodium,1.A.104.1.1,PB05,Mes
PB05_02241,PB05,sodium,3.A.2.3.2,PB05,Mes
PB05_02244,PB05,sodium,1.A.30.1.7,PB05,Mes
PB05_02254,PB05,spermidine,3.A.1.11.8,PB05,Mes
PB05_02270,PB05,glucose,3.A.1.1.30,PB05,Mes
PB05_02326,PB05,manganese,2.A.4.7.7,PB05,Mes
PB05_02330,PB05,arabinose,2.A.1.2.14,PB05,Mes
PB05_02348,PB05,betaine|glycine,3.A.1.12.9,PB05,Mes
PB05_02349,PB05,choline,3.A.1.12.7,PB05,Mes
PB05_02385,PB05,iron,3.D.3.1.1,PB05,Mes
PB05_02481,PB05,nad,1.A.115.1.3,PB05,Mes
PB05_02501,PB05,l-serine,2.A.76.1.9,PB05,Mes
PB05_02535,PB05,adenosine|guanosine|inosine|phosphate,2.A.1.2.25,PB05,Mes
PB05_02542,PB05,manganese,2.A.55.2.6,PB05,Mes
PB05_02556,PB05,phosphate,2.A.58.2.1,PB05,Mes
PB05_02569,PB05,melibiose|trehalose,3.A.1.1.43,PB05,Mes
PB05_02590,PB05,arabinose|xylose,3.A.1.1.14,PB05,Mes
PB05_02603,PB05,nitrate,3.A.1.16.4,PB05,Mes
PB05_02615,PB05,arabinose|deoxyguanosine|xanthosine|xylitol|xylose,3.A.1.2.1|3.A.1.2.15,PB05,Mes
PB05_02621,PB05,l-proline,3.A.1.3.21,PB05,Mes
PB05_02647,PB05,nickel,3.A.1.22.1,PB05,Mes
PB05_02660,PB05,alanine|arginine|histidine|lysine|valine,3.A.1.3.23,PB05,Mes
PB05_02729,PB05,alanine|l-isoleucine|l-threonine|leucine|serine|valine,3.A.1.4.10,PB05,Mes
PB05_02730,PB05,isoleucine|leucine|methionine|valine,3.A.1.4.14,PB05,Mes
PB05_02808,PB05,molybdate|sodium,3.A.1.8.4,PB05,Mes
PB05_02819,PB05,gamma-aminobutyric acid,3.A.1.11.6,PB05,Mes
PB05_02867,PB05,cobalt,3.A.1.23.2,PB05,Mes
PB05_02909,PB05,sulfate|thiosulfate,3.A.1.6.12,PB05,Mes
PB05_02910,PB05,sodium|sulfate|thiosulfate,3.A.1.6.1,PB05,Mes
PB05_02967,PB05,acetate|l-alanine,2.A.7.3.1,PB05,Mes
PB05_03014,PB05,methionine,2.A.78.1.3,PB05,Mes
PB05_03025,PB05,potassium,1.A.78.2.9,PB05,Mes
PB05_03032,PB05,chloride|citrate|fad|sodium,2.A.66.1.2|2.A.66.1.25,PB05,Mes
PB05_03063,PB05,chloride|sodium|sulfate|zinc,2.A.1.2.9,PB05,Mes
PB05_03072,PB05,molybdate,3.A.1.8.1,PB05,Mes
PB05_03097,PB05,cysteine,2.A.76.1.4,PB05,Mes
PB05_03107,PB05,potassium,2.A.72.1.1,PB05,Mes
PB05_03108,PB05,potassium,2.A.72.3.9,PB05,Mes
PB05_03113,PB05,chloride,1.A.12.2.1,PB05,Mes
PB05_03127,PB05,l-cysteine,3.A.1.122.1,PB05,Mes
PB05_03163,PB05,iron,3.D.1.6.1,PB05,Mes
PB05_03168,PB05,potassium,3.D.1.9.1,PB05,Mes
PB05_03268,PB05,chloride,1.A.13.2.3,PB05,Mes
PB05_03291,PB05,glycine,2.A.102.3.4,PB05,Mes
PB05_03321,PB05,heme,3.A.1.14.21,PB05,Mes
PB05_03322,PB05,iron|molybdate,3.A.1.14.1|3.A.1.14.18,PB05,Mes
PB05_03323,PB05,iron,3.A.1.14.7,PB05,Mes
PB05_03330,PB05,asparagine|cysteine|glutamine|s-adenosyl-l-methionine,2.A.7.3.2,PB05,Mes
PB05_03410,PB05,chloride|cysteine|deoxyuridine|sodium|sulfate|uridine,2.A.1.3.3,PB05,Mes
PB05_03421,PB05,chloride|copper|deoxycholate|sodium|sulfate|thiamine|zinc,2.A.6.2.1,PB05,Mes
PB05_03423,PB05,chloride,2.A.6.3.8,PB05,Mes
PB05_03590,PB05,glucose|maltose|sucrose,3.A.1.1.52,PB05,Mes
PB05_03729,PB05,potassium,2.A.37.1.2,PB05,Mes
PB05_03731,PB05,arabinose,2.A.1.2.87,PB05,Mes
PB05_03740,PB05,xylan,3.A.1.5.29,PB05,Mes
PB05_03762,PB05,urea,3.A.1.4.4,PB05,Mes
PB05_03781,PB05,serine,2.A.95.1.6,PB05,Mes
PB05_03786,PB05,sulfate,2.A.53.4.2,PB05,Mes
PB05_03792,PB05,serine,2.A.7.21.9,PB05,Mes
PB05_03811,PB05,glucose|glycerol|phosphate|trehalose,3.A.1.1.3|3.A.1.1.35,PB05,Mes
PB05_03882,PB05,allantoin,2.A.39.3.4,PB05,Mes
PB05_03935,PB05,arginine|histidine|lysine,3.A.1.3.27,PB05,Mes
PB05_04056,PB05,sodium,3.B.1.1.2,PB05,Mes
PB05_04067,PB05,acetate|citrate|glycolate|lactate|pyruvate,2.A.1.6.1|2.A.1.6.11,PB05,Mes
PB05_04148,PB05,molybdate,3.A.1.8.2,PB05,Mes
PB05_04243,PB05,fructose,4.A.2.1.26,PB05,Mes
PB05_04245,PB05,sorbitol,4.A.4.1.1,PB05,Mes
PB05_04270,PB05,pyrophosphate,3.A.10.2.1,PB05,Mes
PB05_04272,PB05,betaine|choline|glycine|l-proline,3.A.1.12.10,PB05,Mes
PB05_04274,PB05,betaine|choline|glycine,3.A.1.12.15,PB05,Mes
PB05_04275,PB05,riboflavin,2.A.1.81.5,PB05,Mes
PB05_04283,PB05,sodium,2.A.36.3.3,PB05,Mes
PB05_04355,PB05,sulfate,2.A.98.1.1|2.A.98.1.2,PB05,Mes
PB05_04366,PB05,glucose,3.A.1.139.1,PB05,Mes
PB05_04393,PB05,iron|manganese|zinc,3.A.1.15.2,PB05,Mes
PB05_04394,PB05,iron|manganese|zinc,3.A.1.15.1|3.A.1.15.19,PB05,Mes
PB05_04395,PB05,iron|manganese,3.A.1.15.9,PB05,Mes
PB05_04468,PB05,l-threonine|serine,2.A.76.1.1|2.A.76.1.10,PB05,Mes
PB05_04472,PB05,cysteine,2.A.1.3.36,PB05,Mes
PB05_04524,PB05,asparagine|aspartate|glutamate|glutamine,3.A.1.3.7,PB05,Mes
PB05_04527,PB05,alanine|arginine|asparagine|glutamate|glutamine|histidine|l-glutamic acid|l-proline|l-threonine|lysine|serine|tyrosine|valine,3.A.1.3.2|3.A.1.3.26,PB05,Mes
PB05_04707,PB05,arabinose|potassium,2.A.1.2.3,PB05,Mes
PB05_04716,PB05,d-mannitol|lactose|maltodextrin|maltose|melibiose|trehalose,3.A.1.1.4|3.A.1.1.49,PB05,Mes
PB05_04728,PB05,sodium,2.A.37.2.7,PB05,Mes
PB05_04765,PB05,potassium|sodium,2.A.86.3.1,PB05,Mes
PB05_04821,PB05,nickel,3.A.1.5.40,PB05,Mes
PB05_04875,PB05,cadmium|cobalt|copper|lead|mercury|nickel|zinc,3.A.3.6.2|3.A.3.6.26,PB05,Mes
PB05_04886,PB05,arsenite,2.A.1.70.9,PB05,Mes
PB05_04888,PB05,glycerol,1.A.8.12.1,PB05,Mes
PB05_04909,PB05,chromate,2.A.51.1.4,PB05,Mes
PB05_04984,PB05,asparagine|aspartate|glutamate|glutamine,3.A.1.3.19,PB05,Mes
PB05_05000,PB05,cholesterol,3.A.1.27.4,PB05,Mes
PB05_05070,PB05,chloride,1.A.43.1.1,PB05,Mes
PB05_05163,PB05,heme|iron,3.A.1.210.1|3.A.1.210.15,PB05,Mes
PB05_05172,PB05,chloride|copper|deoxycholate|sodium|sulfate|zinc,2.A.6.2.12,PB05,Mes
PB05_05254,PB05,sodium,3.B.1.1.4,PB05,Mes
PB05_05368,PB05,mannose,3.A.1.2.7,PB05,Mes
PB05_05388,PB05,biotin,2.A.88.1.4,PB05,Mes
PB05_05495,PB05,nad,1.A.115.1.2,PB05,Mes
PB05_05503,PB05,melibiose|raffinose,3.A.1.5.7,PB05,Mes
PB05_05524,PB05,biotin,3.A.1.25.2,PB05,Mes
PB05_05598,PB05,maltose,3.A.1.5.8,PB05,Mes
PB05_05660,PB05,phosphate,2.A.1.42.2,PB05,Mes
PB05_05703,PB05,l-methionine|methionine,3.A.1.24.2,PB05,Mes
PB05_05738,PB05,nickel,3.A.1.23.1,PB05,Mes
PB05_05763,PB05,maltodextrin,3.A.1.1.16,PB05,Mes
PB05_05783,PB05,alanine|glycine|histidine|leucine|proline|serine,3.A.1.4.2,PB05,Mes
PB05_05820,PB05,iron,3.A.1.10.2,PB05,Mes
PB05_05821,PB05,phosphate,3.A.1.1.38,PB05,Mes
PB05_05888,PB05,glycerol,1.A.8.13.3,PB05,Mes
PB05_05930,PB05,chloride,3.A.1.135.7,PB05,Mes
PB05_05995,PB05,putrescine,3.A.1.11.2,PB05,Mes
PB05_06075,PB05,fumarate|itaconate|malate,2.A.23.1.3,PB05,Mes
PB05_06084,PB05,ribose|xylose,3.A.1.2.23,PB05,Mes
PB05_06094,PB05,proline,2.A.21.9.2,PB05,Mes
PB05_06106,PB05,chloride|citrate|copper|deoxycholate|nickel|sodium,2.A.66.1.3,PB05,Mes
PB05_06119,PB05,arabinose|fucose|galactose|glucose|xylose,3.A.1.2.5,PB05,Mes
PB05_06184,PB05,putrescine|spermidine,3.A.1.11.1|3.A.1.11.10,PB05,Mes
PB05_06203,PB05,betaine|glycine|histidine|l-proline|proline,3.A.1.12.6,PB05,Mes
PB05_06302,PB05,maltodextrin|maltose|sulfate|trehalose,3.A.1.19.6,PB05,Mes
PB06_00008,PB06,proline,2.C.1.1.12,PB06,Lys
PB06_00027,PB06,arsenite,2.A.47.4.2,PB06,Lys
PB06_00037,PB06,chloride,2.A.49.2.14,PB06,Lys
PB06_00084,PB06,iron,3.A.1.14.14,PB06,Lys
PB06_00092,PB06,chloride|copper|deoxycholate|sodium|sulfate|thiamine|zinc,2.A.6.2.1,PB06,Lys
PB06_00156,PB06,d-glucosamine|glucose|maltose|turanose,4.A.1.1.1|4.A.1.1.15,PB06,Lys
PB06_00172,PB06,ammonia,1.A.11.1.1,PB06,Lys
PB06_00175,PB06,galactose|glucose|sodium,2.A.21.3.2,PB06,Lys
PB06_00191,PB06,calcium,3.A.6.1.1,PB06,Lys
PB06_00214,PB06,nitrate|nitrite,3.A.1.16.1,PB06,Lys
PB06_00293,PB06,galactose|glucose|n-acetylneuraminate|sodium,2.A.21.3.7,PB06,Lys
PB06_00327,PB06,sulfate,2.A.98.1.1|2.A.98.1.2,PB06,Lys
PB06_00391,PB06,sodium,2.A.28.3.4,PB06,Lys
PB06_00412,PB06,acetate,2.A.102.4.13,PB06,Lys
PB06_00423,PB06,maltose,2.A.2.6.3,PB06,Lys
PB06_00426,PB06,nickel,3.A.1.5.40,PB06,Lys
PB06_00427,PB06,iron|manganese,2.A.89.3.8,PB06,Lys
PB06_00439,PB06,copper,2.A.6.3.7,PB06,Lys
PB06_00475,PB06,calcium,2.A.11.1.2,PB06,Lys
PB06_00479,PB06,iron,3.A.1.20.5,PB06,Lys
PB06_00512,PB06,chromate,2.A.51.1.7,PB06,Lys
PB06_00561,PB06,sulfate,3.A.1.132.14,PB06,Lys
PB06_00563,PB06,proline,2.A.3.1.6,PB06,Lys
PB06_00589,PB06,chloride,2.A.6.2.23,PB06,Lys
PB06_00616,PB06,phosphate,3.A.1.9.2,PB06,Lys
PB06_00617,PB06,l-cysteine,3.A.1.122.1,PB06,Lys
PB06_00640,PB06,sodium,3.A.2.1.12,PB06,Lys
PB06_00642,PB06,sodium,3.A.2.1.2,PB06,Lys
PB06_00762,PB06,glycerol,1.A.8.2.1,PB06,Lys
PB06_00782,PB06,potassium,1.A.1.28.6,PB06,Lys
PB06_00794,PB06,pyrophosphate,3.A.10.2.1,PB06,Lys
PB06_00872,PB06,aspartate|glutamate|potassium|sodium,2.A.23.2.1|2.A.23.2.10,PB06,Lys
PB06_00876,PB06,molybdate,3.A.1.6.6,PB06,Lys
PB06_00877,PB06,molybdate,3.A.1.8.1,PB06,Lys
PB06_00883,PB06,phosphate,3.A.23.6.1,PB06,Lys
PB06_00959,PB06,lactate,2.A.106.1.8,PB06,Lys
PB06_00992,PB06,arabinose,2.A.1.2.15,PB06,Lys
PB06_01081,PB06,fructose,4.A.2.1.26,PB06,Lys
PB06_01083,PB06,mannose,4.A.6.2.2,PB06,Lys
PB06_01091,PB06,alanine|isoleucine|l-isoleucine|l-threonine|leucine|methionine|phenylalanine|serine|tyrosine|valine,3.A.1.4.1,PB06,Lys
PB06_01169,PB06,l-alanine,2.A.7.3.19,PB06,Lys
PB06_01176,PB06,l-serine,2.A.76.1.9,PB06,Lys
PB06_01187,PB06,sodium,2.A.28.2.4,PB06,Lys
PB06_01212,PB06,sodium,1.A.104.1.1,PB06,Lys
PB06_01224,PB06,sodium,3.A.2.2.2,PB06,Lys
PB06_01264,PB06,pyruvate,2.A.114.1.1,PB06,Lys
PB06_01291,PB06,iron,3.D.3.1.1|3.D.3.1.2,PB06,Lys
PB06_01294,PB06,chloride,1.A.12.3.1,PB06,Lys
PB06_01306,PB06,serine,2.A.95.1.6,PB06,Lys
PB06_01321,PB06,cobalt|nickel,3.A.1.210.9,PB06,Lys
PB06_01344,PB06,potassium,1.I.1.1.3,PB06,Lys
PB06_01386,PB06,phosphate,2.A.20.1.5,PB06,Lys
PB06_01404,PB06,betaine|glycine|potassium|sodium,2.A.15.1.1|2.A.15.1.11,PB06,Lys
PB06_01411,PB06,copper,3.A.1.145.3,PB06,Lys
PB06_01532,PB06,chloride,2.A.7.1.4,PB06,Lys
PB06_01542,PB06,phosphate,3.A.1.7.1,PB06,Lys
PB06_01567,PB06,d-fructose|glutamine|phosphate,2.A.66.4.1|2.A.66.4.3,PB06,Lys
PB06_01588,PB06,arabinose|arginine|deoxycholate|histidine|lysine,2.A.1.3.2,PB06,Lys
PB06_01600,PB06,chloride|citrate|fad|sodium,2.A.66.1.2|2.A.66.1.25,PB06,Lys
PB06_01618,PB06,chloride,2.A.1.3.50,PB06,Lys
PB06_01641,PB06,potassium,3.A.3.7.1,PB06,Lys
PB06_01770,PB06,iron|succinate,3.D.10.1.6,PB06,Lys
PB06_01782,PB06,iron,3.A.1.15.12,PB06,Lys
PB06_01811,PB06,l-histidine,3.A.1.24.5,PB06,Lys
PB06_01822,PB06,chloride|deoxycholate|sodium|sulfate|thiamine,2.A.7.1.11,PB06,Lys
PB06_01878,PB06,l-threonine,2.A.76.1.2,PB06,Lys
PB06_01979,PB06,butyrate|propionate,2.A.8.1.13,PB06,Lys
PB06_02009,PB06,heme,3.A.1.107.3,PB06,Lys
PB06_02010,PB06,heme,3.A.1.107.4,PB06,Lys
PB06_02088,PB06,coa,4.C.1.1.4,PB06,Lys
PB06_02120,PB06,chloride,1.A.43.1.1,PB06,Lys
PB06_02135,PB06,putrescine,3.A.1.11.2,PB06,Lys
PB06_02145,PB06,copper,3.A.3.5.34,PB06,Lys
PB06_02208,PB06,chloride|copper|deoxycholate|sodium|sulfate|zinc,2.A.6.2.12,PB06,Lys
PB06_02214,PB06,benzoate,2.A.46.1.9,PB06,Lys
PB06_02280,PB06,chloride,2.A.6.3.8,PB06,Lys
PB06_02299,PB06,d-glucosamine,2.A.1.7.18,PB06,Lys
PB06_02380,PB06,alanine|gamma-aminobutyric acid|proline,2.A.3.1.5,PB06,Lys
PB06_02461,PB06,d-glucosamine|fructose|glucose|mannose|trehalose,2.A.1.7.1|2.A.1.7.12,PB06,Lys
PB06_02467,PB06,glucose|maltose|maltotetraose|mannose|raffinose|stachyose|sucrose|trehalose,3.A.1.1.2|3.A.1.1.22,PB06,Lys
PB06_02473,PB06,trehalose,3.A.1.1.41,PB06,Lys
PB06_02474,PB06,choline,3.A.1.1.50,PB06,Lys
PB06_02528,PB06,formate,3.D.9.1.2,PB06,Lys
PB06_02536,PB06,iron,3.D.1.6.1,PB06,Lys
PB06_02599,PB06,cyanocob(iii)alamin,3.A.1.14.26,PB06,Lys
PB06_02699,PB06,sodium,3.B.1.1.5,PB06,Lys
PB06_02710,PB06,sodium,3.B.1.1.4,PB06,Lys
PB06_02759,PB06,l-isoleucine|leucine|valine,2.A.3.3.23,PB06,Lys
PB06_02795,PB06,d-glucosamine,4.D.1.1.3,PB06,Lys
PB06_02877,PB06,riboflavin,2.A.7.3.56,PB06,Lys
PB06_02890,PB06,chloride,1.A.13.2.3,PB06,Lys
PB06_02895,PB06,chloride,3.A.1.135.7,PB06,Lys
PB06_02935,PB06,nad,1.A.115.1.2,PB06,Lys
PB06_02966,PB06,potassium,1.A.1.24.3,PB06,Lys
PB06_03044,PB06,methionine,2.A.35.1.5,PB06,Lys
PB06_03084,PB06,glycerol,1.A.8.13.2,PB06,Lys
PB06_03130,PB06,thiamine,2.A.7.3.39,PB06,Lys
PB06_03192,PB06,zinc,3.A.29.1.5,PB06,Lys
PB06_03248,PB06,aspartate|glutamate,2.A.23.1.5,PB06,Lys
PB06_03368,PB06,arabinose,2.A.1.2.14,PB06,Lys
PB06_03387,PB06,2-oxoglutarate|arabinose,2.A.1.6.2,PB06,Lys
PB06_03388,PB06,fumarate|malate|succinate,2.A.23.1.9,PB06,Lys
PB06_03498,PB06,nad,1.A.115.1.3,PB06,Lys
PB06_03514,PB06,nadp,3.D.2.2.2,PB06,Lys
PB06_03579,PB06,cyanate,3.A.1.16.2,PB06,Lys
PB06_03648,PB06,sodium,1.A.30.2.2,PB06,Lys
PB06_03652,PB06,potassium,2.A.72.3.11,PB06,Lys
PB06_03653,PB06,potassium,2.A.72.1.1,PB06,Lys
PB06_03666,PB06,iron|manganese|zinc,3.A.1.15.17,PB06,Lys
PB06_03793,PB06,l-threonine,2.A.79.1.2,PB06,Lys
PB06_03866,PB06,chloride|thiamine,2.A.7.1.2,PB06,Lys
PB06_03872,PB06,sodium,2.A.33.1.1,PB06,Lys
PB06_03873,PB06,calcium|sodium,2.A.19.5.2,PB06,Lys
PB06_03923,PB06,heme|iron,3.A.1.210.1|3.A.1.210.15,PB06,Lys
PB06_04044,PB06,asparagine|cysteine|glutamine|s-adenosyl-l-methionine,2.A.7.3.2,PB06,Lys
PB06_04144,PB06,cadmium|cobalt|copper|nickel|zinc,2.A.6.1.1|2.A.6.1.16,PB06,Lys
PB06_04145,PB06,cadmium|cobalt|copper|nickel|zinc,2.A.4.1.1,PB06,Lys
PB06_04157,PB06,l-threonine|serine,2.A.76.1.1|2.A.76.1.10,PB06,Lys
PB06_04234,PB06,zinc,2.A.5.5.5,PB06,Lys
PB06_04250,PB06,cadaverine|l-arginine|l-lysine|putrescine|spermidine,2.A.1.3.74,PB06,Lys
PB06_04295,PB06,galactose|glucose|sodium,2.A.1.7.2,PB06,Lys
PB06_04318,PB06,potassium|sodium,2.A.133.1.1,PB06,Lys
PB06_04333,PB06,chloride|sodium|sulfate,2.A.66.1.1|2.A.66.1.12,PB06,Lys
PB06_04407,PB06,potassium,2.A.37.1.2,PB06,Lys
PB06_04461,PB06,betaine|l-proline,3.A.1.5.17,PB06,Lys
PB06_04466,PB06,sodium|sulfate|thiosulfate,3.A.1.6.1,PB06,Lys
PB06_04467,PB06,molybdate|sodium,3.A.1.8.4,PB06,Lys
